poi_id,poi_name,poi_type,poi_subtype,commentId,content,score,touristTypeDisplay,timeDuration,publishTypeTag,sortType,commentTagId
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,221910578,C罗球迷必看‼️香港CR7博物馆超全打卡 亚洲首个C罗博物馆——CR7® LIFE香港博物馆在香港K11 MUSEA 6楼开幕啦！非常值得游览 ，虽不是C 罗 迷 ，但身为陪同者去可以见识到任何时期的C罗，展览馆有很多亲签和一些周边产品 购买！很多奖杯和仿真C 罗生活的复刻卧室：1:1复制了C罗在葡萄牙马德拉岛成长的房间，细少环境空间让人不禁感叹他一路走来的不易！周边商店（ 逛完展览别急走，出口处就是官方CR7® LIFE商品商店，有超多独家周边，签名球衣、复刻战靴、纪念徽章、明信片卡片套 等等，大家都可以尽情选购，把对C罗的喜爱带回家慢慢细味！,5.0,情侣夫妻,,2025-08-25 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,217907656,刚进门我就热泪盈眶😭里面介绍了小时候从马德拉岛开始C罗这些年一路走来的一些重要节点、自己获得的荣誉！03年刚从里斯本去到曼彻斯特我就开始关注他，知道他的博物馆要在香港开启就想着一定要来看看！从喜欢炫技的小小罗到万人瞩目的超级巨星！他的自律和认真的职业态度还有那对胜利和荣誉的渴望深深地影响了包括我在内的很多很多人！虽然他自己对于现今取得的成就可能不是特别满意，但或许不完美的人生是最真实的写照吧！祝克里斯蒂亚诺▪罗纳尔多先生往后一帆风顺！Siuuuuuuuu....,5.0,单独旅行,1小时,2025-07-25 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,220559886,国内罗迷必打卡之地！！！(切勿错过，明年6月结展)更具特色版本的马德拉岛CR7博物馆，虽然集体荣誉奖杯是复刻版，但个人荣誉奖杯绝对真品，诚意满满！门票较贵，馆内主要介绍C罗的职业生涯与荣誉展览，建议非球迷或C罗人迷的慎选。展馆外商店的C罗周边偏贵但个性十足，设计感特别，比较推荐。,4.0,陪同父母,1小时内,2025-08-15 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,217751871,作为C朗20年忠实粉丝，今次专程来参观亚洲首个C朗主题展馆，整体体验令人惊喜！展览以「我没有足球的人生毫无价值」为主题，用沉浸式方式带我哋走进C朗嘅传奇生涯。  展览重点： 1.童年场景真实重现：1:1复制C朗喺葡萄牙马德拉岛成长嘅房间，残旧嘅墙身、简陋嘅家私，令人感受到佢艰苦嘅成长历程。 2.职业生涯全纪录：由士砵亭28号波衫、曼联首个金球奖、皇马时期5年4夺欧联嘅辉煌，到祖云达斯同沙特嘅职业选择，每个重要阶段都有详细展示。 3.互动体验区：可以模仿C朗招牌SIUUU庆祝动作，喺复制欧联奖杯前打卡，仲有360度环绕嘅倒挂金勾入球影像区。 4.珍贵展品：虽然大部分系复制品，但可以见到C朗至今仍在使用嘅士砵亭会员证、早期训练笔记等独家内容。  参观小贴士： - 建议预留1-1.5小时参观时间 - 黄昏时段人较少，影相效果更好 - 着波衫嚟打卡更有feel - 唔好错过最后「2026见」彩蛋墙  整体嚟讲，呢个唔单止系足球展览，更系关于梦想、坚持同人生选择嘅励志故事。无论系咪C朗粉丝，都会被呢种对足球纯粹嘅热爱所感动。展览选址K11 MUSEA都好方便，睇完展仲可以喺商场行吓。  推荐指数：★★★★ 适合人群：足球爱好者、C朗粉丝、亲子家庭 门票性价比：虽然唔算平，但对忠实球迷嚟讲绝对值回票价,4.0,朋友出游,,2025-07-23 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,224288485,1.博物馆非常有特色，无论是否喜欢足球都会喜欢。 2.看完后真心觉得C朗是个伟大的球员，比来港黑口黑面的美斯好。,5.0,单独旅行,,2025-09-16 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,221841887,非常高性价比的一个体验，就像座上时光机回到过去！从开始 慢慢回顾，从17岁的小伙子 长大成世界上最强的足球员！感受到他的付出是那么的巨大！在这里你一定可能找到一些对你有所启蒙的东西！谢谢　C Ronaldo !,5.0,单独旅行,,2025-08-25 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,216351304,"如果您想了解更多关于克里斯蒂亚诺一生的成就和里程碑,值得一游。许多照片区域和有关他生活的信息。照片亭只有微信和PayMe作为付款,没有签证,现金或章鱼卡,这很伤心,因为我是旅游.... 工作人员超级好,乐于助人,细心周到。希望有一张印刷的票和纪念品商店,所以我至少可以买一些东西带回家,除了手机上的照片。",5.0,家庭亲子,,2025-07-09 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,218161147,我和儿子的偶像C罗在香港K11展览，正好这次去香港旅行，整个展览很不错，很震撼,5.0,家庭亲子,1小时内,2025-07-27 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,220087379,拣选了平日去 即埸Apps购买简单方便快捷。人流唔多 C朗球迷值得去👍👍👍,5.0,朋友出游,,2025-08-12 发布点评,,
149853484,C罗博物馆 CR7®LIFE香港博物馆,知识科普型,博物馆,221699612,Always support for CR7🇵🇹⚽️ siuuuuuuuu～,5.0,朋友出游,,2025-08-24 发布点评,,
