Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,commentId,dominant_topic,dominant_topic_label,region,content,poi_name,poi_id,city,sentiment
0.7787577019621872,0.008336313694265334,0.17117555016980748,0.00835130338783223,0.008346584901666431,0.008335750979588835,0.008336577743490864,0.00836021716116159,166739071,Topic_1,讲解与服务,华中地区,山陕会馆，不算很大的一个院落，现在免费开放参观，本来人不多，去的时候碰到学校做活动，全是小朋友，其实有时间这里还是可以慢慢看看的。,万里茶道博物馆,39071829,河南,正面评论
0.17694704090334396,0.12717085325501074,0.6674510758043181,0.005685131555762678,0.005685579673595002,0.005688583442198326,0.005689915896330579,0.005681819469440751,207196200,Topic_3,展馆与展示,华中地区,三门峡在古代是虢国，人类早期文明也在这片黄河流域的土地上蓬勃发展，这里的文物主要是陶器和青铜器，时代比较久远，但是无门票，不需预约，可以自由学习感受。,三门峡博物馆,38956022,河南,正面评论
0.43665090697806996,0.22896048949563724,0.11897640047716221,0.006590751778985073,0.006588687903499491,0.13659241005284473,0.006588070109544,0.05905228320425741,174970454,Topic_1,讲解与服务,华中地区,三门峡博物馆，免费，周一闭馆 在草皮广场北侧，宝轮塔西北 今年兔年，有个兔子展，虽然有些没有食物 也学习一下，将来去其他博物馆看收藏 【景色】好 【趣味】不错 【性价比】高,三门峡博物馆,38956022,河南,正面评论
0.5369795580178038,0.0008282017013937196,0.3988853225597777,0.0008293544551685186,0.0008290000631278447,0.0008288718670803768,0.059991806906617956,0.0008278844290301458,161449974,Topic_1,讲解与服务,华中地区,跟着导航，以舒适的状态和速度开着车，放着女儿喜欢的音乐，经过一路的风景，心情逐渐飞扬明丽起来。很顺利到达虢国博物馆。也许因为雨天的缘故，博物馆门前人并不如以前国庆节期间描述的那么人山人海，很容易就找到了停车位。就在博物馆的门前，停车费五元，停车场的人员很亲善友好，微笑着走过来收钱。掏钱的时候我的零钱掉在了地上，他赶紧弯腰帮我捡拾起来。      来到售票处，门票大人50元，学生半价，七十岁以上的老人免票，很人性化的规定。既然来到博物馆，最好还是找一个导游，许多历史和文物的知识导游讲出来才能更好的体会。可惜问售票员现在有没有导游，售票员说不知道；再问那我们怎么能约到导游，售票员说：“你们进去，导游在里面走来走去，你可以跟导游谈。”晕，居然没有成熟的导游人员的安排流程。也罢，好在进去之后，正好有导游领着一批人边走边讲解，于是跟着导游寸步不离，听着导游讲解：虢国博物馆分五个陈列：虢国春秋-虢国简史陈列；虢国撷英-虢国墓地出图文物陈列；梁姬风韵-虢姬夫人墓出土文物陈列；车辚马箫-虢国车马坑遗址陈列；虢国觅踪-虢季墓遗址陈列。跟着导游，一步步的浏览着古人的文物，听着古人的一些故事和传奇，耳边响起的是当年的车辚马箫，脑海中也回荡着当时的贵族的排场讲究，一切逝者如斯夫，现在皆如云烟，成为了历史。,三门峡市虢国博物馆,79806,河南,正面评论
0.0019845724798970457,0.00198520195756233,0.4995963049430479,0.001984501339052644,0.001985840222941201,0.4884942711687808,0.0019846869187373725,0.001984620969980626,174786921,Topic_3,展馆与展示,华中地区,三门峡市虢国博物馆，位于三门峡市湖滨区六峰北路，是建立在西周虢国墓地遗址上的一座专题性遗址类博物馆[1]，又是国家二级博物馆。2000年10月，三门峡市虢国博物馆博物馆建成开放[2]。截至2018年1月，三门峡市虢国博物馆占地2100余平方米[3]。 截至2004年，三门峡市虢国博物馆拥有基本陈列《周风虢韵——虢国历史文化陈列》分为虢旗猎猎、吉金灿灿、美玉灼灼、奇珍熠熠、车马辚辚、古墓秩秩六个部分[1]。三门峡市虢国博物馆内文物有铜方彝、昶伯”匜、阳燧等[2]。 三门峡市虢国博物馆是河南省科普教育基地[4]，河南省文明风景旅游区[5]。,三门峡市虢国博物馆,79806,河南,正面评论
0.770857124352096,0.0021947246197115047,0.18918627353096504,0.0021976551594627726,0.002195085462469461,0.002194189596372387,0.028977127638737717,0.0021978196401850744,181509572,Topic_1,讲解与服务,华中地区,今天去了庙底沟博物馆。展品、内容还可以。吐槽几个管理问题。 1.从停车场进入后没有任何指示标志怎么去博物馆入口。表扬一下停车场的保安，看我们探头探脑的，主动告诉我们怎么走。但直到大门口也看不到指示牌 2.到了大门口，到处找“庙底沟博物馆”的牌子拍照，也没有 3.整个博物馆大厅不见一个让人休息的凳子 4.博物馆的建筑面积远远超过现在展出物品所需的面积。是在是太浪费了。国家的钱使用效率太低了 5.2楼整整一层都不开放  总体感觉，博物馆对服务和经营没什么感觉。比起前几天在洛阳参观的洛博、古墓、二里头等博物馆，庙底沟应该向他们好好学习，提升自己,三门峡庙底沟博物馆,133822466,河南,中性评论
0.3275098120186041,0.6691085593318571,0.0005636081363079913,0.0005640545339905444,0.000563621591785434,0.0005636401714905749,0.0005635395518096279,0.0005631646641546712,158082900,Topic_2,动物与生态保护,华中地区,2019年的春天雨水特别少，天气基本上都是以晴天为主，过年完温度上升很快，温暖的太阳把人晒的懒懒的，阳光明媚，气温回升，是个游园踏青的好时节，总想着周六日带孩子出去逛逛，恰好老大学校周日3月3日有去濮阳东北庄野生动物园做义工参加野生动植物日的活动，于是全家总动员，去了我们濮阳人的野生动物园————濮阳东北庄野生动物园。        活动是早晨九点开始，全家8：00中吃完早饭一切收拾完毕准备出发，由于之前没有去过东北庄野生动物园于是开启了导航，从昆吾小区到濮阳东北庄野生动物园大概30分钟左右，沿着绿城路一路向东就可以了，过了一个叫田村集的地方就到了，在左手侧，有一个比较显眼的指示牌，左侧就是濮阳东北庄野生动物园的大门（看着像是我们濮阳的龙形图案），气势恢宏，到这里还有一趟公交31路。        到了目的地给人的第一好印象就是濮阳东北庄野生动物园有个超级大的停车场，跟其他景区如绿色庄园，戚城公园等景区周六日节假日停车位一位难求，东北庄野生动物园就显得有些豪气了，目测停车场起码可以停放1000辆车左右，这在濮阳乃至河南的景区里面都是比较罕见的。                    停好车来到广场上，活动布置已经完毕了，台下陆陆续续来了很多家长和同学互相打完招呼活动就开始了，以前不太关注野生动植物，听完这次活动的介绍，认识到我们真的应该好好保护野生动物了。                          儿子活动仪式启动后上台签名              第一站是梅花鹿场地 ，可以给动物投喂指定的食品应该是小时候吃的粮花棒              羊驼被小朋友们包围了      大马戏表演      大马戏表演                                                                                      精彩刺激的猛兽大巴                                总结：来濮阳东北庄野生动物园给人的感觉是园区特别的大，动物很多，建议游览的线路是入门靠右进园，沿着道路一直走，走到猛兽区，先过桥逛完猛兽区再过桥返回到大象馆向外走，途径长颈鹿馆，河马馆，爬行馆，鹦鹉馆，基本上都在园区西边的一条路上，因为园区太大，有可能我们也没有看完，园区内随时可以看到小谜语等关于动物的知识，带着孩子可以了解丰富的动物知识，和动物亲密接触，非常适合孩子们的亲近自然，认识自然，印象最深刻的是园区的特色猛兽大巴，就在猛兽区内，特别惊险刺激，可能我们平时对这种大型食肉动物也没有那种让人生畏的感觉，但是当你坐上猛兽大巴，老虎趴在车,东北庄野生动物园,55186164,河南,正面评论
0.0008337233971791432,0.0008339997638800017,0.8073098216720621,0.000833786036395562,0.0008339802996450203,0.0008338707109560796,0.1735541020338625,0.014966716086019563,195869157,Topic_3,展馆与展示,华中地区,许昌中原农耕文化博物馆非常值得一游，具有诸多鲜明特点：   - 文化底蕴深厚：作为河南省首家以中原农耕文化为主题的博物馆，它承载着中原地区源远流长的农耕文化。这里详细展现了中原农耕的源流，让人们能深入了解农耕文明的起源与发展，仿佛翻开了一部生动的中原农耕历史画卷。 - 展品丰富全面：博物馆占地 1500 平方米，设有 18 个展厅 22 个部分，展品 2000 余件。从农耕器具到粮食加工存储，从炊事饮食到传统习俗，全方位勾画出了近现代中原农耕文化的全景图，涉及农业生产、农民生活的方方面面。 - 特色鲜明突出：其特色可以用“中、近、深、全、真”五个字概括。“中”立足大中原，展现中部农耕风貌；“近”以当下回望近代，呈现刚消逝和正在变化的事物；“深”深入挖掘文化内涵；“全”全方位展示农耕文化；“真”则保证展品均为民间真品，原汁原味反映传统农耕风貌。 - 教育意义重大：在现代社会快速发展、农耕文化逐渐远去的背景下，该馆为人们尤其是年轻一代提供了了解传统农业生产、农民生活的窗口，对于弘扬民族文化、传承传统美德、教育子孙后代具有不可替代的作用。   总之，许昌中原农耕文化博物馆是一个能够让人感受历史变迁、领略农耕文化魅力的好地方。,中原农耕文化博物馆,51676697,河南,正面评论
0.0011590027427786117,0.10329221566664674,0.2328721941242749,0.48218890964035344,0.0011594091506229639,0.17701221217543506,0.0011580275998960851,0.0011580288999921988,169938141,Topic_4,科学探索与自然研究,华中地区,中原影视城门票定位80元，对老人、儿童、残疾人、学生等各种特殊群里特惠政策。  第一，这个地方交通方便。从市区赶到中原影视城只需要半个小时，即便从郑州新郑国际机场来到这里，也就是一个多小时的时间。 第二，这个地方的地形地势非常好。整个影视城位于邙山的峻岭中，高低起伏，错落有致，树林茂密，河水潺潺，是一个非常理想的地方。  说到影视城，我们肯定第一想到的就是横店，那里已经成了影视城的代言了，其本身的规模与知名度吸引了很多人，而更多人则是想去看看电视里那些穿越的场景。而对于河南的游客和想来河南旅游的游客们来说，郑州中原影视城绝对能圆一梦，还一愿。郑州中原影视城是目前中原规模最大的影视城，号称“中原第一影视城”，位于河南省郑州荥阳市广武镇，毗邻江南春温泉度假酒店，在邙山深处一个风景秀美、古朴幽静的山里，是 中原地区规模最大的影视拍摄基地，为国家AAAA级旅游景区，由河南电视台和清华园房地产开发有限公司联合斥资兴建，整体规划占地面积约为600亩，总建 筑面积约15万，总投资约8~10亿元，耗资巨大。,中原影视城,101431,河南,正面评论
0.003794279945351988,0.0037904945125550784,0.1869195778929356,0.4320614230689578,0.003790134799319841,0.003792292296877541,0.36206391119051484,0.00378788629348738,168591870,Topic_4,科学探索与自然研究,华中地区,净居寺东边居然有个国家级艺术博物馆，以前不知道，朋友推荐带着孩子一起来参观的，进去参观发现工作人员很热情，馆内环境非常好，周围景色也不错，博物馆里面的藏品非常丰富，真是开眼界了，此次参观不仅仅丰富了业余生活，还拓展了知识面，让孩子对中国历史悠久的传统文化有了更进一步的认识，孩子的学习兴趣高涨，这是一次非常棒的参观！孩子说下次要带他的小伙伴们一起来参观！,中国光山佛教艺术博物馆,79042537,河南,正面评论
0.40302779016805323,0.13904769711595344,0.005683868064213699,0.0056928328421957915,0.4294837654329484,0.005690458835187931,0.005691769172252318,0.005681818369195194,158482341,Topic_5,植物与园区景观,华中地区,园内牡丹很漂亮，地理位置很好，交通方便，环境优美，非常适合牡丹的观赏。同时，作为一名学生党，这里的票价也非常合适，不是很贵，不过我自己来的时间有点晚了，最好的时间是4月初，那个时间是牡丹观赏的最佳时节。,中国国花园,82475,河南,正面评论
0.5304694786526462,0.008334302478258799,0.008334892536827726,0.008334771982378105,0.1418550760856098,0.28600344713401166,0.008334692859231375,0.008333338271036472,223233879,Topic_1,讲解与服务,华中地区,携程订票特别方便，随订随用，遇到人大附中的五个大巴车带着初一的学生看牡丹，唯有牡丹真国色，花开时节动京城。,中国国花园,82475,河南,正面评论
0.4353885296483747,0.004468474154684868,0.26420267450184876,0.004471696243624902,0.23055424085514134,0.051974020956734784,0.004471846144420047,0.004468517495170622,222787076,Topic_1,讲解与服务,华中地区,过去很长时间了才来评价，国花园的牡丹也是一流的，交通也方便，就在路边上，河南人民也非常热情，牡丹节期间各项服务工作也非常到位，尤其可圈可点的是，对教师和教育工作者门票有优惠，提现了河南省尊师重教的深厚文化底蕴，大气！,中国国花园,82475,河南,正面评论
0.44255858989623176,0.0024056815308988355,0.002405313240031341,0.002406373940183868,0.5430079150364941,0.0024075492624702896,0.0024046718100713474,0.0024039052836183346,215633818,Topic_5,植物与园区景观,华中地区,来洛阳不看牡丹等于白来！中国国花园可是全国最大的牡丹专类园，1500亩的花海，1200多个品种，4月盛花期简直美炸！必打卡国色广场的仿唐建筑，登高俯瞰花海；湖心岛傍晚超适合拍照，牡丹倒影绝美~还能尝到牡丹鲜花饼，配杯牡丹茶，仙气飘飘！记得穿浅色衣服，早上或黄昏光线最出片。地铁2号线直达，旺季门票50元，学生半价，冲就完事！,中国国花园,82475,河南,正面评论
